"Date","Ozone","AQI","Temp","NO2","PM2.5","CO"
2017-12-13,0.045,42,62,18,4.8,1.2
2017-12-14,0.049,45,59.5,11,18.4,1
2017-12-15,0.05,46,64.5,14,8.5,0.9
2017-12-16,0.049,45,55,12,18.2,0.9
2017-12-17,0.045,42,56,4,12.8,0.9
2017-12-18,0.048,44,56,15,7.7,1
2017-12-19,0.048,44,54.5,18,14.6,1
2017-12-20,0.048,44,51.5,16,9.5,1.1
2017-12-21,0.0465,43,50,14,8.3,1.1
2017-12-22,0.045,42,48.5,12,7.1,1.1
2017-12-23,0.046,43,53.5,12,10.1,1.2
2017-12-24,0.047,44,58.5,13,15.5,1.2
2017-12-25,0.053,49,57.5,10,29.3,1.2
2017-12-26,0.047,44,56,18,26.8,1.3
2017-12-27,0.048,44,61.5,13,42.7,1.3
2017-12-28,0.047,44,65.5,9,24.1,1.5
2017-12-29,0.045,42,67.5,19,14.6,1.4
2017-12-30,0.059,64,63.5,11,13.4,1.2
2017-12-31,0.054,54.5,61,11,27.65,1.1
2018-01-01,0.049,45,58.5,11,41.9,1
2018-01-02,0.048,44,64,11,27.6,1.3
2018-01-03,0.037,34,62.5,31,32.4,1.2
2018-01-04,0.048,44,61.5,15,5.6,1.3
2018-01-05,0.038,35,61.5,12,13.8,1.4
2018-01-06,0.036,33,64.5,10,4.3,1
2018-01-07,0.037,34,61.5,11,3.7,1.2
2018-01-08,0.029,27,65.5,19,13.5,1.2
2018-01-09,0.044,41,54,3,2.8,0.4
2018-01-10,0.038,35,52.5,4,4.6,0.7
2018-01-11,0.038,35,56,11,11.2,1.1
2018-01-12,0.046,43,60,14,4.4,1.2
2018-01-13,0.048,44,68,4,1.8,1
2018-01-14,0.049,45,66,11,6.7,0.8
2018-01-15,0.047,44,60.5,19,3.8,0.9
2018-01-16,0.046,43,60.5,13,6.2,0.9
2018-01-17,0.05,46,63.5,13,18.5,1.2
2018-01-18,0.048,44,63,17,6.5,1.2
2018-01-19,0.045,42,52.5,11,9.2,0.8
2018-01-20,0.043,40,49,4,6.5,0.5
2018-01-21,0.043,40,46.5,5,5.4,0.8
2018-01-22,0.042,39,50.5,11,3.1,1
2018-01-23,0.045,42,54.5,8,5.5,1
2018-01-24,0.044,41,56.5,12,2.4,0.8
2018-01-25,0.045,42,53.5,12.5,5.6,0.85
2018-01-26,0.046,43,50.5,13,8.8,0.9
2018-01-27,0.048,44,54.5,7,2.5,1
2018-01-28,0.0455,42,61.25,6,3.6,0.85
2018-01-29,0.043,40,68,5,4.7,0.7
2018-01-30,0.042,39,67.5,13,3.2,1.1
2018-01-31,0.051,47,64,21,4,1.1
2018-02-01,0.059,64,64.5,24,7.2,1.3
2018-02-02,0.054,50,67,23,10.2,1.3
2018-02-03,0.062,74,64.5,9,5.8,1.3
2018-02-04,0.062,74,65.5,6,4.9,1.1
2018-02-05,0.065,84,62.5,17,17.3,1.1
2018-02-06,0.053,49,60,15,6.1,0.9
2018-02-07,0.051,47,66,10,8.2,1.1
2018-02-08,0.055,51,63,10,2.9,1.1
2018-02-09,0.059,64,64,16,5.8,1.1
2018-02-10,0.051,47,52,7,12.8,0.9
2018-02-11,0.047,44,56,4,9.9,0.8
2018-02-12,0.043,40,51,3,5,0.7
2018-02-13,0.046,43,51,8,4.6,0.7
2018-02-14,0.044,41,55.5,5,6.2,0.6
2018-02-15,0.049,45,57,9,5.3,0.9
2018-02-16,0.052,48,59,11,5.2,1
2018-02-17,0.057,58,60,6,4.1,0.8
2018-02-18,0.048,44,59,3,4.2,0.7
2018-02-19,0.046,43,48.5,2,4,0.4
2018-02-20,0.047,44,42.5,7,4.3,0.7
2018-02-21,0.045,42,40,10,4.7,0.7
2018-02-22,0.045,42,42.5,15,4.7,0.5
2018-02-23,0.049,45,43.5,7,4.8,0.7
2018-02-24,0.052,48,44.5,7,4.9,0.8
2018-02-25,0.05,46,47.5,4,6.1,0.8
2018-02-26,0.058,61,51,7,4.4,0.8
2018-02-27,0.045,42,47,5,3.1,0.7
2018-02-28,0.048,44,43.5,9,5.7,0.8
2018-03-01,0.051,47,53,7,6.1,0.7
2018-03-02,0.041,38,48.5,7,4.3,0.8
2018-03-03,0.043,40,52,4,3.1,0.5
2018-03-04,0.048,44,48,5,3.5,0.6
2018-03-05,0.055,51,58,6,1.7,0.7
2018-03-06,0.053,49,56.5,12,2.5,0.8
2018-03-07,0.052,48,60,16,6.3,0.8
2018-03-08,0.061,71,59,14,6.1,0.9
2018-03-09,0.049,45,58.5,15,5.9,0.7
2018-03-10,0.029,27,52,11,4.1,0.6
2018-03-11,0.037,34,61,3,3.7,0.6
2018-03-12,0.04,37,61,8,4.3,0.6
2018-03-13,0.039,36,60,7,7.8,0.6
2018-03-14,0.042,39,58,3,3.2,0.4
2018-03-15,0.048,44,53.5,6,4.4,0.5
2018-03-16,0.046,43,49,5,3.7,0.5
2018-03-17,0.044,41,48.5,2,1.7,0.5
2018-03-18,0.048,44,48,3,3.6,0.5
2018-03-19,0.051,47,56,8,3.4,0.7
2018-03-20,0.056,54,56,10,3.5,0.7
2018-03-21,0.05,46,61,13,8.2,0.7
2018-03-22,0.035,32,65,14,5.5,0.7
2018-03-23,0.049,45,59.5,3,4.1,0.5
2018-03-24,0.051,47,55.5,4,5.1,0.6
2018-03-25,0.053,49,51.5,2,4.1,0.5
2018-03-26,0.053,49,50.5,8,5.2,0.6
2018-03-27,0.056,54,52.5,8,7.5,0.8
2018-03-28,0.056,54,59,11,3.7,0.8
2018-03-29,0.062,74,64,7,17.9,0.7
2018-03-30,0.06,67,67.5,13,12.3,0.9
2018-03-31,0.056,54,65,13,13.8,0.9
2018-04-01,0.055,51,60.5,5,13.3,0.6
2018-04-02,0.048,44,57.5,5,10.7,0.6
2018-04-03,0.054,50,62.5,5,8.8,0.5
2018-04-04,0.056,54,60.5,11,9.1,0.5
2018-04-05,0.057,58,60,13,9,0.7
2018-04-06,0.054,50,60,9,10.2,0.7
2018-04-07,0.029,27,63,7,5.7,0.6
2018-04-08,0.048,44,65.5,4,9.2,0.6
2018-04-09,0.059,64,71,7,6.9,0.8
2018-04-10,0.067,90,76,6,7,0.9
2018-04-11,0.058,61,68,5,10.5,0.6
2018-04-12,0.06,67,57.5,3,6.1,0.5
2018-04-13,0.06,67,59,8,6.6,0.9
2018-04-14,0.063,77,66,2,9.3,1
2018-04-15,0.07,100,65,9,9.2,0.9
2018-04-16,0.053,49,56.5,14,8,0.6
2018-04-17,0.059,64,55.5,4,4,0.6
2018-04-18,0.061,71,57,13,4.9,0.6
2018-04-19,0.052,48,52,3,3.4,0.5
2018-04-20,0.058,61,56.5,6,7.2,0.6
2018-04-21,0.063,77,65.5,6,5.4,0.8
2018-04-22,0.067,90,69,4,5.8,0.9
2018-04-23,0.063,77,67.5,8,16.2,0.6
2018-04-24,0.059,64,65,11,10.8,0.5
2018-04-25,0.061,71,63.5,8,13.5,0.4
2018-04-26,0.06,67,61.5,13,11,0.4
2018-04-27,0.058,61,62,7,11.8,0.5
2018-04-28,0.06,67,57.5,6,11.3,0.5
2018-04-29,0.054,50,57.5,2,7.9,0.4
2018-04-30,0.047,44,57,3,7.1,0.4
2018-05-01,0.057,58,51,2,8.2,0.5
2018-05-02,0.046,43,49.5,3,7.4,0.5
2018-05-03,0.057,58,60,8,8.6,0.6
2018-05-04,0.065,84,72,9,6.5,0.6
2018-05-05,0.076,119,75,7,15.1,0.7
2018-05-06,0.07,100,72,4,8.4,0.5
2018-05-07,0.064,80,68.5,13,9.1,0.5
2018-05-08,0.067,90,68,13,11.2,0.5
2018-05-09,0.0595,69,61.5,8,8.05,0.5
2018-05-10,0.05575,58.5,58.25,5.5,6.475,0.5
2018-05-11,0.053875,53.25,56.625,4.25,5.6875,0.5
2018-05-12,0.052,48,55,3,4.9,0.5
2018-05-13,0.053,49,61,3,5.1,0.4
2018-05-14,0.054,50,58.5,5,7.7,0.4
2018-05-15,0.05,46.5,59.75,4,6.75,0.4
2018-05-16,0.048,44.75,60.375,3.5,6.275,0.4
2018-05-17,0.046,43,61,3,5.8,0.4
2018-05-18,0.049,45,60,5,8,0.5
2018-05-19,0.051,47,62.5,4,9.7,0.6
2018-05-20,0.05,46,64,3,5.9,0.5
2018-05-21,0.043,40,59.5,5,6.9,0.5
2018-05-22,0.05,46,60.5,5,7.1,0.4
2018-05-23,0.054,50,62.5,5,4.8,0.4
2018-05-24,0.041,38,59,6,5.2,0.5
2018-05-25,0.047,44,61,3,5.2,0.4
2018-05-26,0.04,37,58.5,2,3.3,0.4
2018-05-27,0.05,46,64,3,6.8,0.4
2018-05-28,0.049,45,65,6,10.2,0.4
2018-05-29,0.056,54,66.5,8,8.5,0.5
2018-05-30,0.05,46,65,4,7.5,0.4
2018-05-31,0.049,45,63.5,4,6.5,0.4
2018-06-01,0.065,84,66,9,7.9,0.6
2018-06-02,0.069,97,68.5,10,9.4,0.5
2018-06-03,0.063,77,71.5,10,12.7,0.5
2018-06-04,0.064,80,69.5,11,12.6,0.5
2018-06-05,0.055,51,67.5,6,9.2,0.4
2018-06-06,0.061,71,66.5,5,10.2,0.4
2018-06-07,0.063,77,67,9,9.2,0.4
2018-06-08,0.073,108,71,10,9.1,0.5
2018-06-09,0.074,112,72.5,9,11.5,0.6
2018-06-10,0.052,48,70,10,12.6,0.5
2018-06-11,0.071,101,71,11,12.5,0.5
2018-06-12,0.072,105,73.5,17,15.7,0.5
2018-06-13,0.062,74,73,19,12.4,0.6
2018-06-14,0.063,77,77.5,12,9.6,0.5
2018-06-15,0.06,67,73.5,10,11.2,0.5
2018-06-16,0.039,36,61.5,4,6.4,0.5
2018-06-17,0.044,41,62.5,3,4,0.3
2018-06-18,0.048,44,64.5,4,3.9,0.4
2018-06-19,0.06,67,66.5,8,9.5,0.5
2018-06-20,0.068,93,70,13,12.9,0.5
2018-06-21,0.08,133,72,14,10.3,0.5
2018-06-22,0.08,133,73.5,15,10.6,0.5
2018-06-23,0.056,54,68,10,11.9,0.5
2018-06-24,0.055,51,70,7,11.5,0.4
2018-06-25,0.062,74,69,14,8.6,0.5
2018-06-26,0.067,90,72.5,10,8,0.5
2018-06-27,0.069,97,71.5,11,9.7,0.5
2018-06-28,0.059,64,69,14,10.8,0.4
2018-06-29,0.049,45,67,5,8.5,0.5
2018-06-30,0.052,48,68,7,9,0.4
2018-07-01,0.053,49,68.5,11,4.5,0.5
2018-07-02,0.062,74,69,8,6.5,0.4
2018-07-03,0.063,77,71.5,8,8.8,0.4
2018-07-04,0.062,74,73.5,12,8.3,0.4
2018-07-05,0.071,101,77.5,9,15.1,0.6
2018-07-06,0.072,104.5,85,11,14.6,0.7
2018-07-07,0.073,108,92.5,13,14.1,0.8
2018-07-08,0.066,87,85,12,9.9,0.9
2018-07-09,0.061,71,82.5,10,12.6,0.7
2018-07-10,0.038,35,77,17,8.6,0.5
2018-07-11,0.06,67,77.5,12,17.3,0.6
2018-07-12,0.057,58,78,14,15.4,0.4
2018-07-13,0.052,48,78.5,14,8.5,0.5
2018-07-14,0.053,49,78.5,12,10.2,0.5
2018-07-15,0.052,48,78.5,10,10.2,0.5
2018-07-16,0.056,54,77.5,10,7.5,0.6
2018-07-17,0.057,58,77,11,10.5,0.5
2018-07-18,0.06,67,76.5,11,10.8,0.5
2018-07-19,0.054,50,76.5,12,6.4,0.4
2018-07-20,0.049,45,74,12,7.6,0.4
2018-07-21,0.05,46,77,7,5.6,0.5
2018-07-22,0.051,47,78.5,5,5.1,0.5
2018-07-23,0.065,84,84.5,8,8.2,0.5
2018-07-24,0.082,140,86,14,13.9,0.6
2018-07-25,0.082,140,85,15,15.4,0.5
2018-07-26,0.076,119,82.5,17,15.2,0.6
2018-07-27,0.073,108,84.5,17,13,0.6
2018-07-28,0.066,87,77.5,14,12.6,0.5
2018-07-29,0.048,44,81.5,8,10.1,0.5
2018-07-30,0.054,50,83,10,7.9,0.6
2018-07-31,0.062,74,83,9,7.5,0.5
2018-08-01,0.056,54,83.5,13,9,0.5
2018-08-02,0.053,49,81.5,10,9.7,0.5
2018-08-03,0.059,64,82,14,10.5,0.6
2018-08-04,0.063,77,82,9,12.4,0.5
2018-08-05,0.064,80,81,5,11.8,0.5
2018-08-06,0.077,122,81.5,7,13.2,0.7
2018-08-07,0.075,115,86,10,10.7,0.7
2018-08-08,0.051,47,83,6,8.6,0.6
2018-08-09,0.066,87,84,8,10.5,0.7
2018-08-10,0.044,41,82,10,9.1,0.6
2018-08-11,0.043,40,80,6,8.1,0.6
2018-08-12,0.034,31,78,8,6.7,0.5
2018-08-13,0.049,45,76.5,9,9.5,0.4
2018-08-14,0.046,43,76,5,7.8,0.4
2018-08-15,0.05,46,74.5,10,8,0.5
2018-08-16,0.056,54,75.5,9,11.2,0.6
2018-08-17,0.062,74,77.5,12,14,0.5
2018-08-18,0.055,51,78,9,14.1,0.6
2018-08-19,0.061,71,77,9,16.8,0.5
2018-08-20,0.065,84,76.5,11,19.3,0.6
2018-08-21,0.066,87,76,12,18.7,0.6
2018-08-22,0.062,74,75,12,15.8,0.5
2018-08-23,0.062,74,75.5,13,15.4,0.6
2018-08-24,0.067,90,74,7,29.4,0.8
2018-08-25,0.065,84,73.5,9,29.7,0.8
2018-08-26,0.058,61,74,8,18.4,0.6
2018-08-27,0.068,93,73.5,12,16.9,0.6
2018-08-28,0.059,64,72,9,13.4,0.5
2018-08-29,0.043,40,75.5,9,7,0.6
2018-08-30,0.059,64,77,9,10,0.5
2018-08-31,0.07,100,72.5,18,11.6,0.6
2018-09-01,0.062,74,67.5,7,14.4,0.5
2018-09-02,0.052,48,70,5,11.1,0.4
2018-09-03,0.051,47,72.5,5,12.8,0.4
2018-09-04,0.054,52.5,72.75,5.5,9.9,0.4
2018-09-05,0.057,58,73,6,7,0.4
2018-09-06,0.063,77,71.5,15,9,0.5
2018-09-07,0.072,105,75,17,11.9,0.6
2018-09-08,0.068,93,84.5,8,7.8,0.7
2018-09-09,0.064,80,83,6,7.6,1.1
2018-09-10,0.064,80,76,11,9.3,0.6
2018-09-11,0.066,87,70.5,18,12.8,0.5
2018-09-12,0.068,93,72.5,17,12.8,0.5
2018-09-13,0.064,80,74.5,8,8.6,0.7
2018-09-14,0.06,67,78,7,12,0.7
2018-09-15,0.059,64,76,9,7.6,0.7
2018-09-16,0.055,51,76.5,4,7.8,0.6
2018-09-17,0.053,49,76,9,9.5,0.5
2018-09-18,0.063,77,73.5,10,7.3,0.5
2018-09-19,0.066,87,73.25,14,11.4,0.55
2018-09-20,0.0675,92,73.125,16,13.45,0.575
2018-09-21,0.069,97,73,18,15.5,0.6
2018-09-22,0.073,108,77,10,14.1,0.7
2018-09-23,0.059,64,73,8,9.6,0.5
2018-09-24,0.05,46,67.5,9,11.8,0.5
2018-09-25,0.056,54,69,10,10.9,0.5
2018-09-26,0.0615,72,73.5,12.5,11.15,0.55
2018-09-27,0.067,90,78,15,11.4,0.6
2018-09-28,0.07,100,73.5,20,11.7,0.6
2018-09-29,0.042,39,72.5,9,8.7,0.6
2018-09-30,0.039,36,76,5,6.1,0.6
2018-10-01,0.034,31,76.5,8,5.8,0.8
2018-10-02,0.035,32,73.5,13,7.2,0.5
2018-10-03,0.034,31,69,9,6.3,0.5
2018-10-04,0.033,31,67.5,3,2.1,0.4
2018-10-05,0.041,38,67,6,3.6,0.5
2018-10-06,0.042,39,62,5,9,0.5
2018-10-07,0.046,43,65,3,8.8,0.5
2018-10-08,0.052,48,63,8,10.5,0.5
2018-10-09,0.048,44,64,7,7.7,0.5
2018-10-10,0.047,44,59.5,6,7.6,0.5
2018-10-11,0.046,43,62.75,7,7.8,0.55
2018-10-12,0.045,42,66,8,8,0.6
2018-10-13,0.033,31,58.5,6,5.2,0.6
2018-10-14,0.043,40,61.5,12,5.7,0.6
2018-10-15,0.049,45,63.5,8,2.2,0.7
2018-10-16,0.05,46,61,7,3.8,0.9
2018-10-17,0.045,42,62,6,2.8,0.9
2018-10-18,0.048,44,67,8,3.2,0.9
2018-10-19,0.051,47,70.5,4,2.4,1
2018-10-20,0.055,51,69,6,7.2,1
2018-10-21,0.066,87,67.5,6,6.5,0.7
2018-10-22,0.051,47,62.5,17,10.5,0.5
2018-10-23,0.058,61,63.5,11,13.8,0.5
2018-10-24,0.064,80,66.5,16,12,0.6
2018-10-25,0.065,84,67.5,11,9.9,0.7
2018-10-26,0.065,84,74,9,16,1
2018-10-27,0.071,101,74.5,10,11.2,1.1
2018-10-28,0.072,105,72,9,12.4,0.9
2018-10-29,0.062,74,70,15,14.6,0.7
2018-10-30,0.049,45,63,11,9.6,0.5
2018-10-31,0.053,49,64,8,10.4,0.6
2018-11-01,0.055,51,65.5,11,8,0.9
2018-11-02,0.048,44,71.5,9,6.7,0.9
2018-11-03,0.063,77,70.5,10,4.2,0.9
2018-11-04,0.06,67,69.5,8,13.9,0.9
2018-11-05,0.057,58,64.5,13,6.6,0.9
2018-11-06,0.047,44,62,7,10,0.5
2018-11-07,0.055,51,62.5,11,9.5,0.6
2018-11-08,0.058,61,64,16,8,0.6
2018-11-09,0.052,48,65.5,6,3.2,0.6
2018-11-10,0.056,54,63.5,11,8.7,0.8
2018-11-11,0.06,67,59.5,6,12.3,0.9
2018-11-12,0.044,41,57.5,5,3.2,0.2
2018-11-13,0.047,44,58.5,5,4.2,0.2
2018-11-14,0.043,40,66,2,1.3,0.3
2018-11-15,0.042,39,59,7,1.5,0.9
2018-11-16,0.05,46,58.5,17,10,0.9
2018-11-17,0.055,51,57.5,19,5.8,0.9
2018-11-18,0.053,49,59.5,9,5.9,0.9
2018-11-19,0.048,44,59.5,18,15.5,0.9
2018-11-20,0.052,48,57,11,11.2,0.9
2018-11-21,0.046,43,56.5,15,7.5,0.9
2018-11-22,0.039,36,58.5,6,6,0.6
2018-11-23,0.042,39,54,7,4.1,0.5
2018-11-24,0.039,36,58,7,3.4,0.6
2018-11-25,0.042,39,58.5,8,7.2,0.7
2018-11-26,0.045,42,60.5,13,2.4,0.8
2018-11-27,0.046,43,59.5,18,2.8,0.8
2018-11-28,0.041,38,54.5,10,8.7,0.8
2018-11-29,0.038,35,53.5,5,7.6,0.4
2018-11-30,0.0385,35.5,52.5,5.5,6.65,0.5
2018-12-01,0.039,36,51.5,6,5.7,0.6
2018-12-02,0.044,41,49.5,8,4.2,0.7
2018-12-03,0.044,41,50,15,3.9,0.8
2018-12-04,0.04,37,56,18,3.9,0.7
2018-12-05,0.041,38,49.5,8,2.4,0.7
2018-12-06,0.039,36,56,3,-0.2,0.5
2018-12-07,0.039,36,55,8,5.3,0.7
2018-12-08,0.04,37,55,11,2.9,0.8
2018-12-09,0.04,37,58,11,1.9,0.9
2018-12-10,0.031,29,56.5,19,14.2,0.9
2018-12-11,0.038,35,54.5,14,9.1,0.7
2018-12-12,0.044,41,51,14,9.4,0.8
2018-12-13,0.044,41,58.5,19,9.4,0.8
2018-12-14,0.039,36,58,18,1.8,0.9
2018-12-15,0.041,38,59.5,20,3.5,0.9
2018-12-16,0.043,40,58.5,12,15.2,0.9
2018-12-17,0.041,38,51,11,5.8,0.6
2018-12-18,0.042,39,53,10,5.7,0.7
2018-12-19,0.046,43,59,21,13.9,0.9
2018-12-20,0.041,38,62,22,2.8,1
2018-12-21,0.044,41,57.5,17,2.8,1.3
2018-12-22,0.042,39,57.5,15,21.4,1.3
2018-12-23,0.043,40,55,10,7.3,0.8
2018-12-24,0.048,44,57,14,11.1,0.8
2018-12-25,0.04,37,49.5,6,5.9,0.4
2018-12-26,0.039,36,49,12,5.4,0.7
2018-12-27,0.037,34,47.5,9,4.4,0.8
2018-12-28,0.041,38,43,5,5.4,0.9
2018-12-29,0.041,38,44.5,7,0.8,0.7
2018-12-30,0.042,39,47.5,9,3,0.8
2018-12-31,0.04,37,46.25,6.5,1.95,0.5
2019-01-01,0.038,35,45,4,0.9,0.2
2019-01-02,0.042,39,42,10,1.3,0.8
2019-01-03,0.043,40,45,17,3.9,0.8
2019-01-04,0.038,35,51.5,26,2.7,0.9
2019-01-05,0.037,34,48,13,3.2,0.9
2019-01-06,0.043,40,50,5,6.8,0.5
2019-01-07,0.04,37,49,9,3.3,0.6
2019-01-08,0.041,38,56.5,12,2.8,1
2019-01-09,0.039,36,56.5,11,10.6,0.7
2019-01-10,0.039,36,51,16,5.6,0.6
2019-01-11,0.037,34,51,16,4.5,0.6
2019-01-12,0.041,38,51,7,7.6,0.6
2019-01-13,0.041,38,47.5,7,3.1,0.7
2019-01-14,0.04,37,51,5,1.6,0.5
2019-01-15,0.041,38,51.5,7,4.3,0.3
2019-01-16,0.039,36,57.5,8,3.3,0.5
2019-01-17,0.035,32,53.5,6,1.7,0.4
2019-01-18,0.037,34,55,9,3.5,0.6
2019-01-19,0.041,38,58,11,3.5,0.8
2019-01-20,0.034,31,59,13,3.6,0.8
2019-01-21,0.044,41,50.5,7,5.1,0.6
2019-01-22,0.043,40,49.5,5,0.8,0.6
2019-01-23,0.041,38,51,14,2.6,0.9
2019-01-24,0.045,42,58,9,5.4,0.8
2019-01-25,0.048,44,57.5,12,0.9,0.8
2019-01-26,0.048,44,61.5,6,0.5,0.8
2019-01-27,0.05,46,59,8,5.3,0.9
2019-01-28,0.048,44,61,21,2.8,1
2019-01-29,0.044,41,60,22,8.4,1
2019-01-30,0.043,40,56,13,11.5,0.5
2019-01-31,0.035,32,54,7,6.8,0.4
2019-02-01,0.036,33,51,10,3.1,0.6
2019-02-02,0.043,40,55.5,2,3.8,0.3
2019-02-03,0.044,41,51,3,3.8,0.4
2019-02-04,0.042,39,49.5,3,1.8,0.3
2019-02-05,0.045,42,46,5,2.5,0.4
2019-02-06,0.042,39,42,7,3,0.5
2019-02-07,0.046,43,45,14,2.6,0.6
2019-02-08,0.047,44,47,12,6.8,0.6
2019-02-09,0.044,41,46.5,9,2.8,0.7
2019-02-10,0.045,42,45,3,0.6,0.7
2019-02-11,0.05,46,45.5,10,5.2,0.6
2019-02-12,0.043,40,52.5,15,0.5,0.9
2019-02-13,0.043,40,56,9,0.7,0.8
2019-02-14,0.044,41,56,3,4.2,0.4
2019-02-15,0.046,43,51,5,0.8,0.5
2019-02-16,0.046,43,47.5,4,1.7,0.5
2019-02-17,0.046,43,47.5,1,4.3,0.4
2019-02-18,0.045,42,43,7,1.5,0.5
2019-02-19,0.044,41,42,7,2.1,0.6
2019-02-20,0.044,41,45.5,8,2.1,0.6
2019-02-21,0.044,41,47.25,8.5,2.1,0.6
2019-02-22,0.044,41,49,9,2.1,0.6
2019-02-23,0.051,47,51.5,6,6.3,0.6
2019-02-24,0.054,50,52,8,3.5,0.7
2019-02-25,0.061,71,52.5,15,6.5,0.7
2019-02-26,0.0485,52,50.5,9.5,4.05,0.65
2019-02-27,0.04225,42.5,49.5,6.75,2.825,0.625
2019-02-28,0.039125,37.75,49,5.375,2.2125,0.6125
2019-03-01,0.0375625,35.375,48.75,4.6875,1.90625,0.60625
2019-03-02,0.036,33,48.5,4,1.6,0.6
2019-03-03,0.04,37,54,2,0.8,0.4
2019-03-04,0.0415,38.5,54.75,7,1.95,0.5
2019-03-05,0.043,40,55.5,12,3.1,0.6
2019-03-06,0.041,38,59,7,3.7,0.4
2019-03-07,0.043,40,55,4,4.5,0.5
2019-03-08,0.048,44,49,4,1.8,0.4
2019-03-09,0.044,41,45.5,6,2.6,0.4
2019-03-10,0.046,43,46.5,4,3.6,0.5
2019-03-11,0.036,33,46.5,10,4.1,0.6
2019-03-12,0.049,45,52,12,3.9,0.5
2019-03-13,0.052,48,52.5,7,11.6,0.6
2019-03-14,0.052,48,54,2,0.9,0.6
2019-03-15,0.051,47,56,11,2.8,0.5
2019-03-16,0.054,50,59,11,8.3,0.8
2019-03-17,0.062,74,63,8,4.5,0.7
2019-03-18,0.061,71,62,10,6.7,0.8
2019-03-19,0.057,58,59,7,11.7,0.7
2019-03-20,0.046,43,54,5,4.7,0.4
2019-03-21,0.049,45,51.5,5,1.4,0.4
2019-03-22,0.052,48,51,5,4.4,0.5
2019-03-23,0.051,47,53.5,7,2.7,0.5
2019-03-24,0.046,43,56,8,3.1,0.5
2019-03-25,0.059,64,58,8,8.1,0.7
2019-03-26,0.06,67,58,14,10.7,0.7
2019-03-27,0.055,51,56.5,13,7.7,0.4
2019-03-28,0.047,44,56.5,3,4.8,0.5
2019-03-29,0.054,50,54.5,10,4.1,0.5
2019-03-30,0.063,77,60.5,6,4.5,0.7
2019-03-31,0.066,87,67,6,8.8,0.7
2019-04-01,0.064,80,69,11,3.4,0.7
2019-04-02,0.058,61,58.5,8,7.2,0.6
2019-04-03,0.041,38,57.5,6,2.4,0.4
2019-04-04,0.042,39,56,6,3.1,0.4
2019-04-05,0.036,33,53.5,5,1.7,0.5
2019-04-06,0.043,40,59.5,4,3.1,0.5
2019-04-07,0.054,50,63.5,5,2.9,0.6
2019-04-08,0.068,93,72,9,3.7,0.8
2019-04-09,0.044,41,63.5,8,11.9,0.7
2019-04-10,0.059,64,57,6,4.6,0.5
2019-04-11,0.059,64,57.5,6,6,0.7
2019-04-12,0.057,58,57.5,8,12.7,0.5
2019-04-13,0.063,77,61.5,6,4.7,0.7
2019-04-14,0.065,84,63,5,3.2,0.6
2019-04-15,0.059,64,59.5,6,6.7,0.5
2019-04-16,0.049,45,54,4,3.9,0.4
2019-04-17,0.052,48,62.5,6,3.8,0.5
2019-04-18,0.065,84,67,9,9.7,0.7
2019-04-19,0.066,87,68.5,9,8.1,0.6
2019-04-20,0.054,50,60,6,5.1,0.4
2019-04-21,0.055,51,59,3,5.6,0.4
2019-04-22,0.061,71,60,4,7.4,0.4
2019-04-23,0.0635,79,60.5,9.5,9.7,0.45
2019-04-24,0.06475,83,60.75,12.25,10.85,0.475
2019-04-25,0.065375,85,60.875,13.625,11.425,0.4875
2019-04-26,0.0656875,86,60.9375,14.3125,11.7125,0.49375
2019-04-27,0.06584375,86.5,60.96875,14.65625,11.85625,0.496875
2019-04-28,0.065921875,86.75,60.984375,14.828125,11.928125,0.4984375
2019-04-29,0.0659609375,86.875,60.9921875,14.9140625,11.9640625,0.49921875
2019-04-30,0.06598046875,86.9375,60.99609375,14.95703125,11.98203125,0.499609375
2019-05-01,0.065990234375,86.96875,60.998046875,14.978515625,11.991015625,0.4998046875
2019-05-02,0.0659951171875,86.984375,60.9990234375,14.9892578125,11.9955078125,0.49990234375
2019-05-03,0.066,87,61,15,12,0.5
2019-05-04,0.066,87,61.5,12,10.5,0.5
2019-05-05,0.058,61,58.5,4,7,0.5
2019-05-06,0.048,48,56.5,4,4.25,0.45
2019-05-07,0.038,35,54.5,4,1.5,0.4
2019-05-08,0.038,35,55,6,0.8,0.4
2019-05-09,0.036,33,55.5,5,3,0.5
2019-05-10,0.032,30,55.5,7,2.2,0.5
2019-05-11,0.037,34,61,6,3.2,0.5
2019-05-12,0.053,49,64,3,6.7,0.4
2019-05-13,0.052,48,65,6,7.4,0.4
2019-05-14,0.06,67,66.5,8,6.7,0.5
2019-05-15,0.053,49,61,6,7.2,0.4
2019-05-16,0.048,44,56,3,3.4,0.3
2019-05-17,0.05,46,57,5,4.1,0.4
2019-05-18,0.058,61,57.5,5,9,0.4
2019-05-19,0.046,43,59,2,4.1,0.3
2019-05-20,0.049,45,53,3,2.7,0.4
2019-05-21,0.044,41,53.5,3,6,0.3
2019-05-22,0.044,41,52.5,4,2.9,0.4
2019-05-23,0.038,35,51.5,5,3.7,0.5
2019-05-24,0.051,47,57.5,8,9,0.5
2019-05-25,0.047,44,56,4,3.3,0.4
2019-05-26,0.045,42,52.5,2,1.9,0.4
2019-05-27,0.042,39,53.5,3,4,0.4
2019-05-28,0.049,45,56.5,6,4.8,0.4
2019-05-29,0.056,54,63,8,7.4,0.4
2019-05-30,0.058,61,70.5,8,12,0.5
